label,variable,start,end,sexcl,eexcl,type,_fmt1_HS140_
HVY,HS140,1,1,0,0,N,1
BUR,HS140,2,2,0,0,N,1
NOT,HS140,3,3,0,0,N,1
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
