label,variable,start,end,sexcl,eexcl,type,_fmt1_HS150_
HVY,HS150,1,1,0,0,N,1
BUR,HS150,2,2,0,0,N,1
NOT,HS150,3,3,0,0,N,1
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
